Year,Age,Lifecycle_Stage,Risk_Aversion,Equity_Allocation,Bonds_Allocation,Cash_Allocation,cfg_id
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_OJ
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_OJ
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_OJ
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_OJ
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_OJ
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_OJ
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_OJ
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_OJ
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_OJ
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_OJ
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_OJ
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_OJ
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_OJ
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_OJ
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_OJ
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_OJ
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_OJ
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_OJ
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_OJ
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_OJ
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_OJ
35,65,retirement,0.85,0.35,0.6,0.05,CFG_OJ
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_OJ
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_OJ
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_OJ
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_OJ
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_OK
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_OK
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_OK
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_OK
4,34,young_family,0.24,0.66,0.29,0.05,CFG_OK
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_OK
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_OK
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_OK
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_OK
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_OK
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_OK
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_OK
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_OK
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_OK
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_OK
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_OK
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_OK
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_OK
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_OK
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_OK
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_OK
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_OK
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_OK
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_OK
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_OK
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_OK
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_OK
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_OK
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_OK
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_OK
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_OK
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_OK
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_OK
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_OK
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_OK
35,65,retirement,0.85,0.35,0.6,0.05,CFG_OK
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_OK
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_OK
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_OK
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_OK
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_OL
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_OL
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_OL
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_OL
4,34,young_family,0.24,0.66,0.29,0.05,CFG_OL
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_OL
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_OL
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_OL
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_OL
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_OL
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_OL
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_OL
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_OL
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_OL
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_OL
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_OL
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_OL
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_OL
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_OL
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_OL
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_OL
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_OL
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_OL
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_OL
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_OL
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_OL
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_OL
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_OL
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_OL
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_OL
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_OL
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_OL
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_OL
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_OL
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_OL
35,65,retirement,0.85,0.35,0.6,0.05,CFG_OL
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_OL
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_OL
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_OL
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_OL
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_OM
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_OM
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_OM
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_OM
4,34,young_family,0.24,0.66,0.29,0.05,CFG_OM
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_OM
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_OM
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_OM
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_OM
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_OM
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_OM
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_OM
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_OM
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_OM
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_OM
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_OM
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_OM
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_OM
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_OM
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_OM
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_OM
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_OM
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_OM
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_OM
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_OM
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_OM
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_OM
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_OM
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_OM
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_OM
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_OM
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_OM
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_OM
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_OM
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_OM
35,65,retirement,0.85,0.35,0.6,0.05,CFG_OM
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_OM
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_OM
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_OM
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_OM
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_ON
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_ON
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_ON
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_ON
4,34,young_family,0.24,0.66,0.29,0.05,CFG_ON
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_ON
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_ON
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_ON
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_ON
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_ON
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_ON
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_ON
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_ON
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_ON
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_ON
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_ON
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_ON
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_ON
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_ON
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_ON
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_ON
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_ON
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_ON
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_ON
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_ON
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_ON
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_ON
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_ON
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_ON
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_ON
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_ON
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_ON
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_ON
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_ON
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_ON
35,65,retirement,0.85,0.35,0.6,0.05,CFG_ON
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_ON
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_ON
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_ON
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_ON
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_OO
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_OO
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_OO
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_OO
4,34,young_family,0.24,0.66,0.29,0.05,CFG_OO
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_OO
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_OO
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_OO
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_OO
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_OO
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_OO
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_OO
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_OO
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_OO
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_OO
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_OO
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_OO
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_OO
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_OO
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_OO
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_OO
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_OO
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_OO
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_OO
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_OO
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_OO
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_OO
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_OO
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_OO
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_OO
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_OO
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_OO
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_OO
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_OO
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_OO
35,65,retirement,0.85,0.35,0.6,0.05,CFG_OO
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_OO
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_OO
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_OO
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_OO
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_OP
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_OP
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_OP
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_OP
4,34,young_family,0.24,0.66,0.29,0.05,CFG_OP
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_OP
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_OP
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_OP
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_OP
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_OP
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_OP
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_OP
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_OP
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_OP
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_OP
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_OP
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_OP
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_OP
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_OP
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_OP
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_OP
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_OP
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_OP
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_OP
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_OP
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_OP
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_OP
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_OP
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_OP
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_OP
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_OP
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_OP
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_OP
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_OP
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_OP
35,65,retirement,0.85,0.35,0.6,0.05,CFG_OP
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_OP
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_OP
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_OP
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_OP
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_OQ
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_OQ
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_OQ
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_OQ
4,34,young_family,0.24,0.66,0.29,0.05,CFG_OQ
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_OQ
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_OQ
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_OQ
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_OQ
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_OQ
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_OQ
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_OQ
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_OQ
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_OQ
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_OQ
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_OQ
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_OQ
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_OQ
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_OQ
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_OQ
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_OQ
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_OQ
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_OQ
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_OQ
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_OQ
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_OQ
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_OQ
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_OQ
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_OQ
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_OQ
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_OQ
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_OQ
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_OQ
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_OQ
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_OQ
35,65,retirement,0.85,0.35,0.6,0.05,CFG_OQ
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_OQ
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_OQ
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_OQ
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_OQ
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_OR
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_OR
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_OR
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_OR
4,34,young_family,0.24,0.66,0.29,0.05,CFG_OR
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_OR
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_OR
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_OR
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_OR
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_OR
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_OR
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_OR
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_OR
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_OR
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_OR
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_OR
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_OR
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_OR
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_OR
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_OR
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_OR
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_OR
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_OR
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_OR
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_OR
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_OR
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_OR
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_OR
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_OR
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_OR
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_OR
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_OR
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_OR
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_OR
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_OR
35,65,retirement,0.85,0.35,0.6,0.05,CFG_OR
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_OR
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_OR
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_OR
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_OR
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_OS
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_OS
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_OS
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_OS
4,34,young_family,0.24,0.66,0.29,0.05,CFG_OS
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_OS
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_OS
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_OS
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_OS
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_OS
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_OS
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_OS
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_OS
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_OS
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_OS
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_OS
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_OS
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_OS
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_OS
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_OS
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_OS
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_OS
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_OS
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_OS
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_OS
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_OS
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_OS
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_OS
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_OS
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_OS
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_OS
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_OS
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_OS
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_OS
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_OS
35,65,retirement,0.85,0.35,0.6,0.05,CFG_OS
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_OS
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_OS
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_OS
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_OS
